customer_id,name,flight_id,phone_number,booking_id,age,email,airline_name,departure_city,arrival_city,departure_date,ticket_price,class,booking_date,status,payment_method,additional_services,departure_time,arrival_time
23999101,Roger Andrews,AI-MumInd,7713612186,29810885,52,michael23@example.org,Air India,Mumbai,Indore,2024-12-02,4852.96,Economy,2024-11-13,Confirmed,UPI,Extra Baggage,17:15,20:00
71563962,John Marshall,IN-NewGoa,6790573190,34154903,26,jeremyreed@example.net,Indigo,New Delhi,Goa,2025-02-14,5040.37,Economy,2024-06-29,Canceled,Debit Card,Meal Preference,15:45,18:40
33867888,Thomas Watkins,AK-CheCha,7836685371,84437646,43,kjimenez@example.com,Akasa Air,Chennai,Chandigarh,2025-01-19,7278.96,Economy,2024-08-21,Canceled,Debit Card,Extra Baggage,18:55,21:35
54700835,Tammy Frazier,AI-KolPun,9106992571,96110016,19,victorialewis@example.net,Air India,Kolkata,Pune,2025-02-07,5700.12,Business,2024-10-31,Canceled,Credit Card,Meal Preference,14:45,17:30
77059604,Cole Mendez,AI-BenInd,9436219220,29922767,20,john56@example.org,Air India,Bengaluru,Indore,2025-01-26,7003.35,Economy,2024-05-13,Confirmed,Debit Card,,08:15,11:00
39945400,Danielle Erickson,AI-BenHyd,8032562468,29545000,26,toddlynch@example.org,Air India,Bengaluru,Hyderabad,2024-12-28,4719.39,Economy,2024-05-18,Confirmed,UPI,,07:45,10:30
49063291,Samuel Campbell,AK-KolInd,7429674562,59501593,48,robert00@example.org,Akasa Air,Kolkata,Indore,2025-01-13,6031.2,Economy,2024-02-03,Confirmed,UPI,Extra Baggage,15:55,18:35
41808016,Stephen Daniel,SJ-KolCha,7557866212,83786411,43,edwardsjeremiah@example.org,Spice Jet,Kolkata,Chandigarh,2025-01-24,6313.27,Economy,2024-05-30,Pending,Credit Card,Meal Preference,15:35,18:30
63980775,Roger Wright,SJ-NewAhm,6762031180,74084096,37,leelewis@example.net,Spice Jet,New Delhi,Ahmadabad,2024-12-20,7144.29,Economy,2024-10-19,Pending,Credit Card,,20:10,23:05
65235640,Jennifer Wright,IN-KolPun,7634128182,32840472,20,stevensanchez@example.net,Indigo,Kolkata,Pune,2024-12-10,7422.31,Business,2024-09-30,Canceled,UPI,Meal Preference,12:45,15:40
72714146,Richard Terrell,AI-MumAhm,7322676732,14739497,64,meganbrewer@example.org,Air India,Mumbai,Ahmadabad,2025-02-10,5126.47,Economy,2024-03-18,Confirmed,UPI,,15:15,18:00
40311399,Nicole Clark,AK-KolPun,8158785509,87140049,36,kellybrandy@example.net,Akasa Air,Kolkata,Pune,2025-02-04,4491.33,Business,2024-06-11,Canceled,Debit Card,Meal Preference,15:35,18:15
64507123,Priscilla Davidson,AK-NewAhm,9910453427,28381853,63,tarnold@example.com,Akasa Air,New Delhi,Ahmadabad,2024-12-16,7346.82,Economy,2024-01-09,Confirmed,Debit Card,Extra Baggage,13:15,15:55
30531372,Emily Khan,SJ-MumAhm,8172946010,67373801,49,gregoryrobinson@example.net,Spice Jet,Mumbai,Ahmadabad,2025-01-15,7439.23,Business,2024-11-09,Canceled,Debit Card,Extra Baggage,17:40,20:35
78353632,Samantha Nguyen,SJ-KolAhm,9075223066,45764480,39,brendareyes@example.com,Spice Jet,Kolkata,Ahmadabad,2024-12-28,4140.06,Economy,2024-05-12,Canceled,Credit Card,,15:10,18:05
25815245,Priscilla Pham,SJ-CheCha,9758933315,68860179,72,hmayer@example.com,Spice Jet,Chennai,Chandigarh,2024-12-21,6431.49,Economy,2024-10-07,Pending,Credit Card,Extra Baggage,13:05,16:00
66061478,Amanda Fox,IN-KolCha,8956777040,93458584,77,hamiltonpatrick@example.org,Indigo,Kolkata,Chandigarh,2025-01-17,5469.4,Business,2024-04-07,Canceled,UPI,,11:25,14:20
51747232,Melanie Mitchell,AK-NewPun,9301182353,83550310,39,diazmonica@example.net,Akasa Air,New Delhi,Pune,2024-12-19,6896.66,Business,2024-02-17,Canceled,UPI,Extra Baggage,11:35,14:15
72883329,Stephen Crawford,SJ-KolHyd,7779957193,48611468,36,hgonzalez@example.com,Spice Jet,Kolkata,Hyderabad,2025-01-04,7151.19,Economy,2024-08-24,Confirmed,Debit Card,,16:25,19:20
68311323,Mrs. Victoria Myers,AK-KolGoa,6934582952,49369720,45,robertwhite@example.org,Akasa Air,Kolkata,Goa,2025-01-10,7944.21,Economy,2024-10-05,Canceled,Debit Card,,16:35,19:15
71119586,Roy Aguirre,SJ-BenGoa,8052353909,66968073,49,zharrison@example.net,Spice Jet,Bengaluru,Goa,2025-02-01,5206.41,Economy,2024-01-31,Canceled,Debit Card,Extra Baggage,11:00,13:55
50527621,Roberta Rogers,AK-CheAhm,9599601260,73768147,40,jennifer42@example.net,Akasa Air,Chennai,Ahmadabad,2025-01-17,6398.17,Economy,2024-09-25,Pending,UPI,Meal Preference,19:15,21:55
24671639,George Adams,AI-NewPun,7103315101,34886738,79,elizabeth64@example.net,Air India,New Delhi,Pune,2025-01-18,4731.83,Business,2024-09-05,Canceled,Credit Card,,20:45,23:30
74250063,Joseph Davis,AI-MumGoa,6346916018,80992556,28,patrickrodgers@example.org,Air India,Mumbai,Goa,2024-12-24,6238.3,Economy,2024-08-10,Canceled,Credit Card,,16:15,19:00
47503653,Amanda Bond,SJ-KolAhm,9172975629,65708068,45,karenjohnson@example.com,Spice Jet,Kolkata,Ahmadabad,2025-01-16,5322.42,Economy,2024-11-14,Canceled,Debit Card,Extra Baggage,15:10,18:05
43272628,Ryan Mata,AI-BenHyd,6937921747,10297890,43,margaret07@example.com,Air India,Bengaluru,Hyderabad,2025-02-07,4981.9,Economy,2024-02-17,Canceled,Credit Card,Meal Preference,07:45,10:30
67954981,Michael Stuart,IN-CheAhm,9661572768,46244663,38,ublair@example.org,Indigo,Chennai,Ahmadabad,2024-12-16,7799.43,Economy,2024-05-11,Confirmed,UPI,Extra Baggage,09:05,12:00
60061806,James Allen,AI-CheCha,6986357699,58808171,40,fclark@example.org,Air India,Chennai,Chandigarh,2024-12-24,7949.46,Business,2024-02-18,Pending,UPI,,09:45,12:30
24534335,Ronald Parsons,SJ-NewPun,7872363049,79436750,31,williamwoods@example.com,Spice Jet,New Delhi,Pune,2025-01-17,7893.84,Economy,2024-07-31,Confirmed,Debit Card,Meal Preference,22:15,01:10
44582794,Tammy Lopez,AK-NewCha,9336172124,28836159,33,erika22@example.com,Akasa Air,New Delhi,Chandigarh,2024-12-23,6522.75,Business,2024-02-11,Confirmed,UPI,,12:55,15:35
77709177,Jennifer Flores,SJ-KolHyd,9233770423,10574328,47,warrenjones@example.com,Spice Jet,Kolkata,Hyderabad,2024-12-10,7217.66,Business,2024-02-15,Confirmed,Debit Card,,16:25,19:20
71028644,Mr. Joshua Flores DDS,AI-KolPun,7368322244,61065264,71,usimpson@example.net,Air India,Kolkata,Pune,2024-12-01,7911.47,Economy,2024-04-29,Canceled,UPI,Extra Baggage,14:45,17:30
23458837,Lisa Goodwin,AI-BenCha,7229145838,99000963,26,danielleellison@example.org,Air India,Bengaluru,Chandigarh,2025-01-08,4427.12,Economy,2024-11-08,Pending,Credit Card,Meal Preference,06:45,09:30
54302187,Sherry Oconnor,AI-MumCha,9497276048,27278514,48,wilsonsean@example.net,Air India,Mumbai,Chandigarh,2024-12-25,7598.68,Business,2024-09-29,Pending,Debit Card,Meal Preference,15:45,18:30
25070216,Benjamin Sherman,IN-MumCha,9913887711,78513512,57,alex87@example.net,Indigo,Mumbai,Chandigarh,2025-01-04,5113.1,Economy,2024-10-26,Canceled,Debit Card,Meal Preference,13:25,16:20
40968564,Brian Jones,SJ-MumCha,6381409441,28480072,56,grios@example.com,Spice Jet,Mumbai,Chandigarh,2024-12-16,7245.46,Business,2024-08-23,Pending,UPI,Meal Preference,18:05,21:00
22359657,Sarah Hampton,IN-KolHyd,8693621375,36839234,79,orrchristian@example.org,Indigo,Kolkata,Hyderabad,2025-01-25,5325.84,Business,2024-07-05,Pending,Credit Card,,12:05,15:00
25763766,Linda Barnett,SJ-MumGoa,9012186552,70390528,41,kwhite@example.com,Spice Jet,Mumbai,Goa,2025-02-05,7097.14,Economy,2024-10-28,Canceled,Credit Card,Meal Preference,18:30,21:25
23310130,Vincent Clark,SJ-NewAhm,7151502626,11563844,53,twood@example.org,Spice Jet,New Delhi,Ahmadabad,2025-01-02,6185.31,Economy,2024-03-24,Pending,Debit Card,Meal Preference,20:10,23:05
30071213,Kelly Wheeler,AK-KolInd,8386343511,59991394,21,james12@example.org,Akasa Air,Kolkata,Indore,2024-12-17,7503.65,Business,2024-02-05,Pending,Credit Card,,15:55,18:35
43471012,Jose Andrews,AI-KolPun,7367543513,45695253,27,angela70@example.net,Air India,Kolkata,Pune,2025-01-18,5801.83,Business,2024-01-24,Canceled,Credit Card,Extra Baggage,14:45,17:30
44829125,David Kennedy,IN-NewGoa,7218220666,93110419,33,ebender@example.com,Indigo,New Delhi,Goa,2025-01-24,6280.11,Economy,2024-09-15,Pending,Debit Card,Meal Preference,15:45,18:40
22325605,Jessica Arias,AK-BenGoa,8728382779,57598836,65,leepeter@example.com,Akasa Air,Bengaluru,Goa,2024-12-02,6123.68,Business,2024-01-30,Pending,Debit Card,Extra Baggage,20:35,23:15
20548005,Joshua Allen,AK-KolGoa,8045875487,34763302,43,lkane@example.net,Akasa Air,Kolkata,Goa,2025-01-09,4981.1,Economy,2024-09-21,Canceled,UPI,Meal Preference,16:35,19:15
58865845,Sheila Adams,AK-KolPun,9695325003,85687485,41,paulmccall@example.org,Akasa Air,Kolkata,Pune,2025-01-24,5417.52,Business,2024-03-12,Confirmed,Debit Card,Extra Baggage,15:35,18:15
20972177,Maureen Gilbert,AK-ChePun,6328169020,67154201,80,jennifergutierrez@example.org,Akasa Air,Chennai,Pune,2024-12-18,5030.14,Economy,2024-08-29,Canceled,Debit Card,,17:35,20:15
46905531,Nathaniel Mckinney,AI-KolGoa,6780925520,39531013,39,peterblanchard@example.org,Air India,Kolkata,Goa,2024-12-17,4003.47,Business,2024-10-17,Canceled,UPI,Extra Baggage,13:15,16:00
29760861,Kelli Choi,AI-BenHyd,7110482992,99083886,51,wstevens@example.com,Air India,Bengaluru,Hyderabad,2025-01-30,4887.87,Business,2024-05-26,Pending,Credit Card,,07:45,10:30
43546423,Jacob Garcia,AI-NewHyd,9233344456,61116740,38,meyermatthew@example.com,Air India,New Delhi,Hyderabad,2024-12-25,7696.96,Economy,2024-03-14,Confirmed,UPI,Meal Preference,19:45,22:30
54786623,Ronnie Turner,SJ-BenAhm,6100371840,28118603,52,matthewcarter@example.net,Spice Jet,Bengaluru,Ahmadabad,2024-12-13,7582.4,Business,2024-02-24,Canceled,Credit Card,Extra Baggage,10:10,13:05
79069188,Rachel Dickson,AI-KolAhm,8736542824,18917021,38,randy48@example.org,Air India,Kolkata,Ahmadabad,2025-02-13,5600.26,Economy,2024-09-15,Confirmed,Credit Card,Extra Baggage,12:15,15:00
39896585,Rodney Johnson,SJ-MumAhm,6419624196,24099912,68,michellechapman@example.org,Spice Jet,Mumbai,Ahmadabad,2025-01-24,4688.78,Business,2024-05-26,Canceled,UPI,Meal Preference,17:40,20:35
31592582,Caitlin Doyle,IN-BenCha,6661735766,22131670,26,emoore@example.org,Indigo,Bengaluru,Chandigarh,2024-12-01,7954.46,Business,2024-01-16,Canceled,UPI,Meal Preference,07:25,10:20
48240869,Barbara Smith,IN-NewInd,9277298899,83753730,71,tracymartin@example.org,Indigo,New Delhi,Indore,2025-01-03,7090.24,Economy,2024-08-21,Confirmed,Credit Card,Extra Baggage,16:25,19:20
46843362,Amanda Landry,IN-BenHyd,9950832944,74078318,65,bradfordcynthia@example.org,Indigo,Bengaluru,Hyderabad,2025-02-07,6856.72,Business,2024-03-07,Canceled,UPI,Extra Baggage,08:05,11:00
38346863,Norman Clark,SJ-CheCha,7810281344,20424644,66,richard12@example.net,Spice Jet,Chennai,Chandigarh,2025-01-25,7401.03,Business,2024-08-21,Pending,Credit Card,Meal Preference,13:05,16:00
41043354,James Clark,AK-NewAhm,7514216460,34194924,41,stoutbeth@example.org,Akasa Air,New Delhi,Ahmadabad,2024-12-11,7039.95,Economy,2024-02-16,Confirmed,UPI,Meal Preference,13:15,15:55
59744256,Nicole Sanders,IN-CheAhm,7967643727,79956565,47,bsmith@example.org,Indigo,Chennai,Ahmadabad,2024-12-17,7220.61,Economy,2024-10-19,Confirmed,Credit Card,,09:05,12:00
21628100,Michael Rodriguez,AI-CheHyd,6206608693,20781362,23,tcombs@example.com,Air India,Chennai,Hyderabad,2025-02-12,5568.61,Economy,2024-03-10,Pending,Debit Card,,10:45,13:30
57843832,Gina Peterson,AI-KolPun,9356519092,65407868,80,brandy59@example.com,Air India,Kolkata,Pune,2025-01-30,6850.77,Business,2024-04-10,Canceled,UPI,Extra Baggage,14:45,17:30
40659567,John Hester,SJ-MumPun,9174626227,46776735,53,rebecca62@example.org,Spice Jet,Mumbai,Pune,2024-12-28,4783.56,Business,2024-06-19,Pending,UPI,Extra Baggage,19:45,22:40
24216748,James Hodge,SJ-KolAhm,9119222118,21461856,21,warrentara@example.com,Spice Jet,Kolkata,Ahmadabad,2025-02-09,4877.65,Business,2024-05-19,Canceled,Credit Card,,15:10,18:05
24929844,Leslie Graham MD,AI-MumInd,8528296441,33563765,33,brendamiller@example.org,Air India,Mumbai,Indore,2024-12-10,4220.86,Business,2024-10-17,Confirmed,Debit Card,Meal Preference,17:15,20:00
28098867,Jennifer Castillo,AK-BenPun,9654016546,88490632,47,spencershawn@example.net,Akasa Air,Bengaluru,Pune,2025-02-08,7927.3,Business,2024-08-02,Confirmed,UPI,,19:35,22:15
56632555,Adrienne Jones,AK-BenGoa,7131666561,81029786,73,ernest95@example.com,Akasa Air,Bengaluru,Goa,2024-12-03,6161.75,Business,2024-07-16,Pending,Credit Card,Extra Baggage,20:35,23:15
39208164,Rodney Howell,IN-KolCha,9283539137,46889101,64,zrodriguez@example.net,Indigo,Kolkata,Chandigarh,2025-02-04,4246.92,Economy,2024-08-20,Pending,Debit Card,,11:25,14:20
76345082,Michael Poole,SJ-KolCha,7981450306,86678857,65,heather91@example.org,Spice Jet,Kolkata,Chandigarh,2024-12-20,4225.09,Economy,2024-02-22,Confirmed,UPI,Extra Baggage,15:35,18:30
48375310,Mary Hicks,AI-BenPun,9797001676,32058615,31,cmartin@example.com,Air India,Bengaluru,Pune,2025-01-23,5487.58,Business,2024-04-01,Canceled,UPI,Extra Baggage,08:45,11:30
38842812,Linda Murphy,AK-KolPun,8693707920,10227017,35,james77@example.net,Akasa Air,Kolkata,Pune,2024-12-12,7294.1,Business,2024-08-18,Canceled,Credit Card,Meal Preference,15:35,18:15
30584815,Megan Mcintosh,AK-MumGoa,8288701994,86132921,33,stevenstimothy@example.org,Akasa Air,Mumbai,Goa,2025-01-08,4275.15,Economy,2024-01-13,Canceled,UPI,Extra Baggage,14:35,17:15
57759554,Jessica Hopkins,AI-NewInd,7922708624,62586818,23,aking@example.net,Air India,New Delhi,Indore,2024-12-12,4360.27,Business,2024-08-20,Canceled,Debit Card,Extra Baggage,20:15,23:00
37564288,Brandon Riley,AI-BenGoa,8279660212,38424622,38,knoxjoel@example.org,Air India,Bengaluru,Goa,2025-01-12,7457.14,Business,2024-08-06,Pending,Debit Card,,07:15,10:00
67361779,Heather Thornton,AK-KolHyd,9938356872,80696463,74,kempmelissa@example.com,Akasa Air,Kolkata,Hyderabad,2025-01-01,6868.04,Economy,2024-10-28,Canceled,Debit Card,Meal Preference,16:15,18:55
58456107,Chelsey Stephenson,SJ-KolCha,6158942900,92147247,48,oavila@example.com,Spice Jet,Kolkata,Chandigarh,2025-01-17,7962.66,Business,2024-08-18,Canceled,UPI,Extra Baggage,15:35,18:30
27846073,Tracy Robinson,IN-CheAhm,9406401546,36271019,30,barnesanthony@example.net,Indigo,Chennai,Ahmadabad,2025-01-09,5065.16,Business,2024-09-11,Pending,UPI,Meal Preference,09:05,12:00
41424861,Patrick Blackwell,IN-KolAhm,9297435495,96477567,43,brocktravis@example.net,Indigo,Kolkata,Ahmadabad,2025-02-13,6496.39,Business,2024-05-08,Pending,UPI,Extra Baggage,11:05,14:00
61791577,Travis Freeman,AK-KolGoa,7147606264,37214314,57,droberts@example.net,Akasa Air,Kolkata,Goa,2024-12-23,5022.6,Business,2024-08-25,Pending,Credit Card,,16:35,19:15
56896725,Carmen Gonzalez,AI-CheAhm,9951528374,84905426,61,vgonzalez@example.org,Air India,Chennai,Ahmadabad,2025-01-29,4123.6,Economy,2024-02-12,Confirmed,UPI,,09:15,12:00
45683416,Mrs. Andrea Morris,AI-MumGoa,8825438215,51729761,37,joshua63@example.org,Air India,Mumbai,Goa,2025-02-09,7742.64,Economy,2024-03-14,Pending,Debit Card,Extra Baggage,16:15,19:00
40414371,Charles Fischer,SJ-NewPun,7491797028,31703827,55,brittanymoody@example.net,Spice Jet,New Delhi,Pune,2025-01-07,5159.79,Business,2024-08-09,Confirmed,Debit Card,,22:15,01:10
75461897,Austin Mays,SJ-KolAhm,6337889492,15519677,39,annetterobertson@example.org,Spice Jet,Kolkata,Ahmadabad,2024-12-07,7063.33,Business,2024-10-10,Canceled,Debit Card,,15:10,18:05
69882408,Randy Smith,AI-MumGoa,6063614773,85592655,73,paul56@example.com,Air India,Mumbai,Goa,2025-01-30,5641.07,Economy,2024-07-02,Pending,UPI,,16:15,19:00
54181032,Kristine Taylor,AI-MumGoa,7188663062,38303047,60,lwhite@example.net,Air India,Mumbai,Goa,2025-01-26,5132.18,Economy,2024-10-01,Pending,UPI,,16:15,19:00
79606896,Justin Griffin,AK-MumInd,9616404599,21812528,56,pholland@example.org,Akasa Air,Mumbai,Indore,2025-02-08,6494.18,Economy,2024-11-07,Pending,Credit Card,Extra Baggage,13:55,16:35
63031211,Rachel Morgan,AI-NewHyd,8673553927,29442526,55,brookskayla@example.com,Air India,New Delhi,Hyderabad,2025-01-25,5714.07,Economy,2024-03-01,Canceled,UPI,,19:45,22:30
24979143,Brandy Baker,SJ-NewHyd,8796562437,96418045,43,connie94@example.org,Spice Jet,New Delhi,Hyderabad,2025-02-13,6396.37,Business,2024-08-31,Pending,UPI,Meal Preference,21:25,00:20
75099615,Maria Walker,IN-CheHyd,7541968979,42401075,44,lawrence28@example.net,Indigo,Chennai,Hyderabad,2025-01-24,5698.19,Economy,2024-07-02,Pending,Debit Card,,10:05,13:00
26478223,Dustin Lee,AK-NewPun,6175885053,71505850,22,imurphy@example.com,Akasa Air,New Delhi,Pune,2024-12-14,7063.98,Business,2024-08-04,Pending,Debit Card,Meal Preference,11:35,14:15
79426316,Ashley Johnson,AK-NewCha,7127292342,54585847,66,steven57@example.net,Akasa Air,New Delhi,Chandigarh,2025-01-20,4961.06,Economy,2024-10-17,Pending,Debit Card,Extra Baggage,12:55,15:35
47060949,Christopher Santos,AI-ChePun,9607266951,10252951,37,william65@example.org,Air India,Chennai,Pune,2024-12-03,4055.97,Economy,2024-07-31,Canceled,Debit Card,Extra Baggage,11:45,14:30
67616718,Teresa Price,AK-BenHyd,9973913048,25968845,20,jacksonjulie@example.com,Akasa Air,Bengaluru,Hyderabad,2025-01-30,7487.74,Business,2024-03-31,Canceled,UPI,Extra Baggage,20:15,22:55
27141135,Nicholas Garcia,AK-BenCha,8919383899,54993044,23,zdyer@example.com,Akasa Air,Bengaluru,Chandigarh,2024-12-02,4964.45,Business,2024-09-22,Canceled,Credit Card,Meal Preference,20:55,23:35
52538585,Kristen Robinson,AI-NewInd,8332768528,60499527,57,jennifer72@example.com,Air India,New Delhi,Indore,2025-02-04,5754.47,Economy,2024-07-09,Pending,UPI,Meal Preference,20:15,23:00
63087290,Joseph Chen,AI-MumHyd,6866145305,37740639,73,tiffanyalexander@example.org,Air India,Mumbai,Hyderabad,2025-01-09,4701.33,Economy,2024-02-23,Pending,Credit Card,Extra Baggage,16:45,19:30
21722194,Taylor Webster,SJ-MumCha,8872950795,89370062,51,kennethklein@example.org,Spice Jet,Mumbai,Chandigarh,2025-02-14,5988.37,Business,2024-06-20,Confirmed,Debit Card,Extra Baggage,18:05,21:00
26160456,Sheila Larson,AI-MumPun,6903382060,58926005,61,andrew48@example.org,Air India,Mumbai,Pune,2025-02-04,6079.51,Economy,2024-04-10,Pending,Debit Card,,17:45,20:30
41803226,Dwayne Martinez,AK-BenCha,8647470114,61953883,71,aaronrowe@example.net,Akasa Air,Bengaluru,Chandigarh,2024-12-10,4997.69,Economy,2024-11-05,Pending,UPI,,20:55,23:35
38716373,Heather Carter DDS,AI-NewHyd,9249741165,21647405,57,jonesrichard@example.com,Air India,New Delhi,Hyderabad,2025-01-07,7481.55,Economy,2024-08-06,Confirmed,UPI,Extra Baggage,19:45,22:30
53315858,Joshua Wise,SJ-MumGoa,7680847820,69242423,73,nbullock@example.org,Spice Jet,Mumbai,Goa,2025-01-02,5504.0,Economy,2024-05-09,Confirmed,Debit Card,Extra Baggage,18:30,21:25
39655151,Robert Hill,AK-KolAhm,6147659000,13392025,45,cynthia97@example.net,Akasa Air,Kolkata,Ahmadabad,2024-12-04,6666.95,Business,2024-04-28,Confirmed,Debit Card,,17:15,19:55
54925399,Timothy Ford,SJ-BenInd,9451043660,56331650,32,rosariosergio@example.com,Spice Jet,Bengaluru,Indore,2025-01-26,7058.0,Business,2024-09-30,Pending,Debit Card,Extra Baggage,11:50,14:45
32695177,Mr. Kenneth Johnson,IN-CheAhm,8072648999,48076945,74,brooke70@example.net,Indigo,Chennai,Ahmadabad,2025-01-22,4222.85,Business,2024-08-16,Confirmed,Debit Card,Meal Preference,09:05,12:00
56080412,Sarah Yoder,AI-KolInd,8069824843,42859172,29,msanders@example.org,Air India,Kolkata,Indore,2025-02-13,4041.58,Economy,2024-05-31,Confirmed,Credit Card,Extra Baggage,14:15,17:00
68386311,Benjamin Freeman,SJ-NewInd,9532665039,92763722,79,nmurphy@example.com,Spice Jet,New Delhi,Indore,2025-02-08,7669.81,Economy,2024-04-22,Canceled,Debit Card,Meal Preference,21:50,00:45
21366787,Russell Rios,SJ-NewCha,9558574891,83774662,58,oduran@example.org,Spice Jet,New Delhi,Chandigarh,2024-12-03,6570.13,Economy,2024-10-19,Confirmed,UPI,Meal Preference,20:35,23:30
79814490,Melinda Schaefer,AI-MumInd,8868539949,34922300,60,victoriahiggins@example.org,Air India,Mumbai,Indore,2025-01-10,5867.9,Economy,2024-09-19,Confirmed,Credit Card,,17:15,20:00
61277955,Mr. Harry Riggs PhD,SJ-NewCha,6622421373,27362348,32,smithjamie@example.org,Spice Jet,New Delhi,Chandigarh,2025-01-31,7698.78,Business,2024-04-10,Pending,UPI,Extra Baggage,20:35,23:30
67366591,Nicole Farley,IN-MumCha,9772293158,90374739,29,matthewsweeney@example.com,Indigo,Mumbai,Chandigarh,2024-12-07,4588.24,Business,2024-04-22,Confirmed,Credit Card,Meal Preference,13:25,16:20
63264073,Jamie Bowen,IN-NewPun,7126931242,76375199,58,jessicaharris@example.com,Indigo,New Delhi,Pune,2024-12-24,6805.82,Business,2024-01-20,Confirmed,UPI,,16:45,19:40
64139240,Richard Ferguson,IN-NewCha,7552470700,29413887,80,brian32@example.org,Indigo,New Delhi,Chandigarh,2024-12-08,4455.62,Economy,2024-01-17,Pending,UPI,Meal Preference,15:25,18:20
28682182,Jennifer Cortez,AK-KolHyd,9407053457,44430094,43,estesstephen@example.com,Akasa Air,Kolkata,Hyderabad,2025-01-13,7138.95,Business,2024-01-24,Confirmed,UPI,Meal Preference,16:15,18:55
43275644,Christopher Daniels,SJ-NewHyd,7265222251,12193221,27,kara10@example.com,Spice Jet,New Delhi,Hyderabad,2025-01-15,7846.34,Economy,2024-11-01,Canceled,UPI,Extra Baggage,21:25,00:20
44061116,Jeffrey Aguirre,SJ-BenAhm,8429689555,10477077,43,batesjeffrey@example.com,Spice Jet,Bengaluru,Ahmadabad,2025-01-27,7096.4,Business,2024-04-21,Canceled,UPI,,10:10,13:05
